YearBuilt,ExteriorCondition,GarageCondition,LotArea,FullBath,SalePrice,Fireplaces,TotalRooms,Street,HouseStyle,GarageType,Neighborhood,Latitude,Longitude
1950,Typical,Typical,9600,1,147000,1,5,Pave,One_Story,Attchd,North_Ames,42.036178,-93.622494
1925,Typical,Typical,6000,1,117000,1,5,Pave,One_and_Half_Fin,Detchd,Brookside,42.03329,-93.622513
1930,Typical,Typical,6240,1,131750,1,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.03142,-93.622551
1930,Typical,Typical,6240,2,162900,1,8,Pave,One_and_Half_Fin,Detchd,Brookside,42.031461,-93.622552
1925,Typical,Typical,6120,1,115000,0,5,Pave,One_Story,Detchd,Brookside,42.032375,-93.622565
1945,Good,Typical,6120,1,81300,0,6,Pave,One_Story,Attchd,Brookside,42.032476,-93.622566
1950,Typical,Typical,47280,2,133000,1,6,Pave,One_Story,Attchd,Gilbert,42.0586718,-93.6225667
1940,Good,Typical,6000,1,128000,2,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.0336,-93.622597
1941,Typical,No_Garage,4118,1,52500,0,4,Pave,One_Story,No_Garage,Old_Town,42.02689,-93.622624
1957,Typical,Typical,9450,1,140000,1,6,Pave,One_Story,Attchd,North_Ames,42.044774,-93.622635
1950,Good,Typical,9600,1,140000,0,6,Pave,One_and_Half_Fin,Attchd,North_Ames,42.035951,-93.622644
1950,Good,Typical,9600,1,141500,1,7,Pave,One_Story,Attchd,North_Ames,42.036102,-93.622644
1950,Typical,Typical,9600,1,119000,0,6,Pave,One_and_Half_Fin,Attchd,North_Ames,42.036178,-93.622644
1951,Typical,Typical,10680,2,137900,0,7,Pave,One_Story,Detchd,North_Ames,42.037463,-93.622645
1954,Typical,Typical,11425,1,137000,1,4,Pave,One_Story,Attchd,North_Ames,42.038351,-93.622649
1956,Typical,Typical,8475,1,135750,0,4,Pave,One_Story,Detchd,North_Ames,42.044773,-93.622662
1957,Typical,Typical,8593,1,109008,0,5,Pave,One_Story,Detchd,North_Ames,42.044773,-93.622673
1961,Typical,Typical,11475,1,174500,1,7,Pave,SLvl,BuiltIn,North_Ames,42.039463,-93.622685
1971,Typical,No_Garage,10500,1,115000,1,5,Pave,One_Story,No_Garage,North_Ames,42.056375,-93.622769
1962,Typical,Typical,33120,2,220000,1,8,Pave,One_and_Half_Fin,Detchd,Old_Town,42.02686,-93.622773
1941,Typical,Typical,12358,1,128500,0,7,Pave,One_and_Half_Fin,Detchd,Old_Town,42.026723,-93.622793
1950,Typical,Typical,8280,1,124000,1,4,Pave,One_Story,Attchd,North_Ames,42.039212,-93.622804
1961,Typical,Typical,14357,1,140500,1,6,Pave,One_Story,Attchd,North_Ames,42.044921,-93.622834
1950,Typical,Typical,9717,1,142125,0,5,Pave,One_Story,Attchd,North_Ames,42.039211,-93.622864
1969,Typical,Typical,41600,1,155000,0,7,Pave,One_Story,More_Than_Two_Types,Gilbert,42.060096,-93.622874
1962,Typical,No_Garage,13260,2,84900,0,10,Pave,One_Story,No_Garage,North_Ames,42.0418387,-93.622904
1951,Typical,Typical,19138,1,141000,0,4,Pave,One_Story,Detchd,Gilbert,42.056673,-93.622971
1960,Typical,Typical,7436,1,141500,1,5,Pave,One_Story,Detchd,North_Ames,42.043135,-93.622991
1958,Good,Typical,10482,1,145000,0,6,Pave,SLvl,Attchd,North_Ames,42.044036,-93.623104
1959,Typical,Typical,7388,1,150750,0,7,Pave,One_Story,Detchd,North_Ames,42.041245,-93.62326
1959,Typical,Typical,10007,1,145500,0,5,Pave,One_Story,Attchd,North_Ames,42.04102,-93.623267
1921,Typical,Typical,10300,2,140000,0,9,Pave,Two_Story,Detchd,Old_Town,42.027986,-93.62338
1959,Typical,No_Garage,9320,1,128950,0,6,Pave,One_Story,No_Garage,North_Ames,42.043363,-93.623383
1958,Typical,Typical,11475,2,110000,0,9,Pave,One_Story,Detchd,North_Ames,42.04488,-93.623411
1961,Typical,Typical,10659,1,136500,0,6,Pave,One_Story,Attchd,North_Ames,42.043214,-93.623414
1947,Typical,No_Garage,6240,1,80500,0,3,Pave,One_and_Half_Fin,No_Garage,Brookside,42.031415,-93.623481
1936,Typical,Typical,6240,1,123900,0,5,Pave,One_and_Half_Fin,Detchd,Brookside,42.031556,-93.623483
1959,Typical,Excellent,9100,1,127500,0,5,Pave,One_Story,Detchd,North_Ames,42.044843,-93.623485
1971,Typical,Typical,10500,1,97000,0,4,Pave,One_Story,Detchd,North_Ames,42.0564419,-93.6234986
1929,Typical,Typical,6000,1,120000,1,5,Pave,One_and_Half_Fin,BuiltIn,Brookside,42.033321,-93.623514
1939,Fair,Typical,6000,1,132500,1,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.033347,-93.623515
1939,Typical,Typical,6000,1,128000,2,6,Pave,Two_Story,Attchd,Brookside,42.033612,-93.623521
1942,Typical,Typical,6360,1,132000,2,7,Pave,One_and_Half_Fin,Detchd,Brookside,42.033665,-93.623523
1955,Typical,Typical,9600,1,165500,1,8,Pave,SLvl,BuiltIn,North_Ames,42.03713,-93.623556
1958,Typical,Typical,9100,1,129900,0,5,Pave,One_Story,Detchd,North_Ames,42.044978,-93.623564
1934,Typical,Typical,8550,1,129800,1,4,Pave,One_Story,Attchd,North_Ames,42.039195,-93.62357
1988,Typical,Typical,12134,2,164000,0,8,Pave,One_and_Half_Fin,Basment,Gilbert,42.0603514,-93.6235954
1931,Typical,Typical,6120,1,105000,0,5,Pave,One_Story,Detchd,Brookside,42.031292,-93.623629
1938,Typical,Typical,6240,1,126000,1,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.031433,-93.623631
1929,Typical,Typical,6240,1,123000,0,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.031493,-93.623632
1960,Good,Typical,12772,1,151500,0,5,Pave,One_Story,Attchd,North_Ames,42.042124,-93.623636
1934,Typical,Typical,6240,1,114500,1,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.032299,-93.623642
1936,Fair,No_Garage,6120,1,60000,1,4,Pave,One_Story,No_Garage,Brookside,42.032359,-93.623643
1939,Typical,Typical,6120,1,113000,0,5,Pave,One_and_Half_Unf,Detchd,Brookside,42.032399,-93.623643
1935,Typical,Typical,6120,1,133000,0,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.03246,-93.623644
1936,Fair,Typical,6120,1,141500,0,5,Pave,One_and_Half_Fin,Detchd,Brookside,42.03252,-93.623645
1940,Typical,Typical,6000,1,164900,1,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.03337,-93.623666
1951,Typical,Typical,9600,1,135000,0,7,Pave,One_Story,Attchd,North_Ames,42.036024,-93.623704
1955,Good,Typical,9600,1,144000,0,6,Pave,One_Story,Attchd,North_Ames,42.0362,-93.623704
1953,Typical,Typical,9600,1,167000,2,7,Pave,One_Story,Attchd,North_Ames,42.034741,-93.623705
1955,Good,Typical,8235,1,125000,0,4,Pave,One_Story,Detchd,Old_Town,42.026478,-93.623738
1910,Fair,Fair,10320,2,50000,0,6,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.022951,-93.623814
1977,Typical,Typical,11900,2,185000,1,6,Pave,Two_Story,Attchd,Gilbert,42.056796,-93.623975
2005,Typical,Typical,11302,2,319000,1,7,Pave,One_Story,Attchd,Stone_Brook,42.059947,-93.624062
1929,Typical,Typical,5700,1,140000,1,6,Pave,Two_Story,Attchd,Old_Town,42.0299664,-93.6241649
1972,Typical,Typical,12735,1,111250,0,5,Pave,One_Story,Detchd,North_Ames,42.0564348,-93.624265
1999,Typical,Typical,5858,2,184000,1,5,Pave,One_Story,Attchd,North_Ames,42.055318,-93.624373
1921,Typical,Typical,6000,1,89000,0,4,Pave,One_Story,Detchd,Brookside,42.0310818,-93.6243778
2002,Typical,Typical,8773,2,190000,0,4,Pave,One_Story,Attchd,North_Ames,42.055319,-93.624411
1997,Typical,Typical,10943,2,177000,1,5,Pave,One_Story,Attchd,North_Ames,42.055319,-93.624431
1927,Typical,Typical,6324,1,68500,0,4,Pave,One_Story,Detchd,Brookside,42.030388,-93.624471
1960,Typical,Typical,14585,1,181900,2,7,Pave,One_Story,Attchd,North_Ames,42.04074,-93.624484
1961,Typical,Typical,12122,1,178400,0,6,Pave,SFoyer,Attchd,North_Ames,42.043845,-93.624499
1939,Good,Typical,6240,1,132000,0,7,Pave,One_and_Half_Fin,Detchd,Brookside,42.031438,-93.624539
1936,Typical,Typical,6240,1,115000,0,7,Pave,One_and_Half_Fin,Detchd,Brookside,42.031499,-93.62454
1964,Typical,Typical,10899,2,103000,0,8,Pave,One_Story,CarPort,North_Ames,42.043929,-93.624541
1930,Typical,Poor,6120,1,75000,0,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.032396,-93.624553
1925,Typical,Typical,6120,1,88000,0,6,Pave,One_Story,Detchd,Brookside,42.032478,-93.624553
1936,Typical,Typical,6000,1,128000,0,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.033406,-93.624564
1924,Fair,Typical,6000,1,119000,1,5,Pave,One_Story,Detchd,Brookside,42.033511,-93.624566
1939,Typical,Typical,6000,1,134000,0,5,Pave,One_and_Half_Fin,Detchd,Brookside,42.033563,-93.624566
1937,Typical,Typical,6000,1,134900,0,4,Pave,One_and_Half_Fin,Detchd,Brookside,42.033616,-93.624567
1976,Typical,Typical,2308,2,155000,1,7,Pave,Two_Story,Detchd,Northpark_Villa,42.05057,-93.624575
1906,Typical,Typical,10320,1,135000,0,7,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.023716,-93.62458
1959,Typical,Typical,9600,1,124500,0,6,Pave,One_Story,Attchd,North_Ames,42.041104,-93.624581
1920,Typical,Fair,6155,2,128000,0,6,Pave,Two_Story,Detchd,Brookside,42.031049,-93.624591
1964,Typical,Typical,10624,2,119000,0,10,Pave,One_Story,Detchd,North_Ames,42.043984,-93.624592
1955,Typical,Typical,9600,1,153000,2,7,Pave,SLvl,Basment,North_Ames,42.036095,-93.624601
1960,Typical,Typical,8892,1,126500,0,6,Pave,One_Story,Detchd,North_Ames,42.04227,-93.624606
1915,Fair,No_Garage,10320,2,82375,0,8,Pave,Two_Story,No_Garage,Iowa_DOT_and_Rail_Road,42.0242331,-93.6246096
1956,Typical,Typical,9600,1,128900,0,5,Pave,One_Story,Attchd,North_Ames,42.037452,-93.624612
1965,Typical,Typical,9230,1,146000,0,6,Pave,One_Story,Detchd,North_Ames,42.045685,-93.624612
1965,Typical,Typical,9100,1,117500,0,5,Pave,One_Story,Detchd,North_Ames,42.046635,-93.624612
1965,Typical,Typical,11072,2,145000,0,10,Pave,One_Story,Detchd,North_Ames,42.047541,-93.62462
1965,Typical,Typical,13101,2,142600,0,10,Pave,One_Story,Detchd,North_Ames,42.048185,-93.624632
1946,Typical,Typical,5940,1,79000,0,4,Pave,One_Story,Detchd,Brookside,42.031293,-93.624687
1920,Good,Typical,5520,1,115000,1,6,Pave,One_and_Half_Fin,BuiltIn,Brookside,42.031354,-93.624688
1924,Typical,Typical,6911,1,100000,0,5,Pave,One_Story,Detchd,Brookside,42.031395,-93.624689
1924,Typical,No_Garage,6130,1,109500,0,5,Pave,One_and_Half_Unf,No_Garage,Brookside,42.033456,-93.624715
1939,Good,Typical,6125,2,135000,0,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.033482,-93.624715
1976,Typical,Typical,2308,2,146000,1,7,Pave,Two_Story,Detchd,Northpark_Villa,42.050705,-93.624729
1952,Good,Typical,10858,1,146500,1,6,Pave,One_Story,Attchd,North_Ames,42.034612,-93.624738
1960,Typical,Typical,12342,1,139900,1,6,Pave,One_Story,Attchd,North_Ames,42.043121,-93.624745
1961,Good,Typical,17199,1,128000,0,4,Pave,One_Story,Basment,North_Ames,42.0562952,-93.6247461
1976,Typical,Typical,2280,2,148500,1,7,Pave,Two_Story,Attchd,Northpark_Villa,42.050705,-93.624748
1954,Typical,Typical,9920,1,128000,0,6,Pave,One_Story,Attchd,North_Ames,42.035943,-93.62475
1958,Typical,Typical,9503,1,144000,1,6,Pave,One_Story,Detchd,North_Ames,42.044758,-93.624758
1965,Typical,Typical,8125,1,135000,0,5,Pave,One_Story,Detchd,North_Ames,42.046584,-93.624762
1976,Typical,Typical,2280,2,137500,0,4,Pave,One_Story,Attchd,Northpark_Villa,42.050705,-93.624767
1998,Typical,Typical,4058,1,133000,0,4,Pave,SFoyer,Attchd,North_Ames,42.05467,-93.624798
2001,Typical,Typical,4113,2,155000,1,5,Pave,One_Story,Attchd,North_Ames,42.054789,-93.624798
1912,Typical,Typical,10320,1,85000,0,5,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.024885,-93.624819
1998,Typical,Typical,4060,2,181000,0,5,Pave,One_Story,Attchd,North_Ames,42.054693,-93.624873
1959,Good,Typical,22002,1,200000,1,6,Pave,One_Story,Attchd,North_Ames,42.0417604,-93.6249615
1927,Fair,Typical,5160,1,135000,0,4,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.0242487,-93.6250433
1958,Typical,Typical,9000,2,165500,0,7,Pave,One_and_Half_Fin,Attchd,Iowa_DOT_and_Rail_Road,42.021389,-93.625143
1957,Typical,Typical,9060,2,139000,0,6,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.02153,-93.625147
1923,Good,No_Garage,5160,1,70000,0,5,Pave,SFoyer,No_Garage,Iowa_DOT_and_Rail_Road,42.024143,-93.625154
1955,Typical,Typical,34650,1,145000,0,5,Pave,One_Story,Attchd,Gilbert,42.056702,-93.625169
1952,Poor,Poor,14584,1,13100,0,4,Pave,One_Story,Attchd,Iowa_DOT_and_Rail_Road,42.018806,-93.625217
1915,Typical,Typical,8730,1,153575,0,7,Pave,Two_Story,Detchd,Brookside,42.027088,-93.625284
1926,Typical,Typical,8550,1,90000,0,7,Pave,One_and_Half_Fin,Detchd,Brookside,42.026998,-93.625285
1930,Good,Typical,5890,1,120500,0,5,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.022516,-93.625288
1920,Fair,No_Garage,7920,1,89500,0,6,Pave,One_and_Half_Fin,No_Garage,Iowa_DOT_and_Rail_Road,42.02295,-93.625289
1920,Good,Fair,10690,1,147000,0,6,Pave,Two_Story,Detchd,Iowa_DOT_and_Rail_Road,42.022721,-93.62529
1922,Good,Typical,5436,1,125500,0,7,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.022772,-93.625291
1922,Typical,No_Garage,3636,1,55000,0,5,Pave,One_Story,No_Garage,Iowa_DOT_and_Rail_Road,42.022797,-93.625291
1916,Typical,Typical,4800,1,109900,0,5,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.023518,-93.625297
1920,Typical,Fair,6402,1,78000,0,6,Pave,Two_Story,Detchd,Iowa_DOT_and_Rail_Road,42.021596,-93.625299
1922,Typical,Fair,3672,1,75200,0,5,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.0228,-93.625313
1910,Good,Typical,11414,1,167500,0,8,Pave,Two_Story,Detchd,Brookside,42.026759,-93.625362
1970,Typical,Typical,9353,1,116050,0,5,Pave,One_Story,Attchd,North_Ames,42.053459,-93.625373
1940,Typical,Typical,9144,1,145000,0,8,Pave,One_and_Half_Fin,Detchd,Brookside,42.027065,-93.625434
1920,Good,Typical,8850,1,165000,0,7,Pave,One_and_Half_Fin,Detchd,Brookside,42.026912,-93.625435
1970,Typical,Typical,9873,1,129000,0,6,Pave,One_Story,Detchd,Brookside,42.028544,-93.625436
1938,Typical,Typical,7200,1,125500,0,6,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.0242578,-93.6255067
1915,Good,Typical,9144,2,162500,0,8,Pave,One_and_Half_Fin,Detchd,Brookside,42.028274,-93.625539
1970,Good,Typical,8120,1,124500,0,5,Pave,One_Story,Detchd,North_Ames,42.053307,-93.625542
1925,Good,Typical,9120,2,184000,0,8,Pave,One_and_Half_Fin,Detchd,Brookside,42.028426,-93.625556
1947,Good,Typical,5000,2,159000,2,7,Pave,One_and_Half_Fin,Detchd,Brookside,42.033306,-93.625576
1941,Good,Typical,5000,1,124000,0,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.033568,-93.625584
1925,Typical,Typical,5000,1,87000,0,4,Pave,One_Story,Detchd,Brookside,42.033621,-93.625586
1900,Good,Typical,5870,1,106900,0,6,Pave,Two_Story,Detchd,Brookside,42.033699,-93.625589
1967,Typical,Typical,7150,1,100000,0,5,Pave,One_Story,Attchd,North_Ames,42.0488934,-93.6256036
1918,Good,Typical,10267,1,130000,0,5,Pave,One_Story,Detchd,Brookside,42.029556,-93.625623
1964,Typical,Typical,9500,1,165000,1,9,Pave,Two_Story,Attchd,North_Ames,42.034615,-93.625632
1953,Typical,Typical,12160,1,149500,1,6,Pave,One_Story,Attchd,North_Ames,42.03464,-93.625633
1970,Typical,Typical,6960,1,120500,0,5,Pave,One_Story,Detchd,North_Ames,42.053306,-93.625657
1978,Typical,Typical,2304,2,142500,0,4,Pave,One_Story,Attchd,Northpark_Villa,42.049996,-93.625672
1967,Typical,Typical,9900,1,175000,0,5,Pave,One_Story,Attchd,North_Ames,42.036182,-93.62568
1978,Typical,Typical,2364,2,147000,1,7,Pave,Two_Story,Detchd,Northpark_Villa,42.05009,-93.625688
1978,Typical,Typical,2289,2,148500,1,7,Pave,Two_Story,Attchd,Northpark_Villa,42.050134,-93.62569
1978,Typical,Typical,2364,2,138000,1,6,Pave,Two_Story,Attchd,Northpark_Villa,42.050222,-93.625696
1976,Typical,Typical,2104,1,128500,0,5,Pave,One_Story,Attchd,Northpark_Villa,42.050397,-93.625707
1976,Typical,Typical,2179,2,144000,1,6,Pave,Two_Story,Attchd,Northpark_Villa,42.050441,-93.625709
1930,Typical,Typical,9100,1,79500,0,4,Pave,One_Story,Detchd,Brookside,42.03338,-93.625728
1963,Good,Typical,8800,1,137500,0,6,Pave,SFoyer,Attchd,North_Ames,42.040391,-93.625728
1950,Good,Typical,5830,1,128500,0,7,Pave,One_and_Half_Fin,Detchd,Brookside,42.033642,-93.625737
1919,Typical,Typical,13515,1,180500,1,8,Pave,Two_Story,Detchd,Brookside,42.029451,-93.62576
1925,Typical,Fair,11672,1,109000,0,4,Pave,One_Story,Detchd,Brookside,42.029526,-93.62577
1967,Typical,Typical,9790,2,161500,1,7,Pave,One_Story,Attchd,Northwest_Ames,42.043145,-93.625775
1966,Typical,Typical,7150,1,129250,0,5,Pave,One_Story,Detchd,North_Ames,42.0488205,-93.6257971
1968,Typical,Typical,9900,2,176000,1,9,Pave,Two_Story,Attchd,Northwest_Ames,42.044101,-93.625799
1922,Typical,Typical,7793,1,209500,1,8,Pave,Two_and_Half_Unf,Detchd,Brookside,42.030187,-93.625825
1967,Typical,Typical,6000,1,126000,1,7,Pave,SLvl,Attchd,Iowa_DOT_and_Rail_Road,42.0214037,-93.6258429
1977,Typical,Typical,2349,2,137900,1,6,Pave,Two_Story,Attchd,Northpark_Villa,42.050213,-93.625846
1978,Typical,Typical,2280,2,146000,1,7,Pave,Two_Story,Attchd,Northpark_Villa,42.049811,-93.625848
1977,Typical,Typical,2529,2,148500,0,4,Pave,One_Story,Attchd,Northpark_Villa,42.050257,-93.625848
1974,Typical,No_Garage,9000,2,136000,0,8,Pave,Two_Story,No_Garage,North_Ames,42.056398,-93.625856
1965,Typical,Typical,10289,1,156000,0,6,Pave,One_Story,Attchd,North_Ames,42.046504,-93.625898
1974,Typical,Typical,2308,2,147000,1,6,Pave,Two_Story,Attchd,Northpark_Villa,42.050533,-93.625918
1975,Typical,Typical,2280,2,149900,1,6,Pave,Two_Story,Attchd,Northpark_Villa,42.050683,-93.625924
1966,Typical,Typical,9130,1,173000,0,7,Pave,Two_Story,Attchd,Northwest_Ames,42.043142,-93.625925
1935,Typical,Typical,7010,2,153000,1,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.03047,-93.625926
1963,Typical,Typical,9790,1,143000,2,6,Pave,One_Story,Attchd,Northwest_Ames,42.042205,-93.625926
1975,Typical,Typical,2280,2,123000,1,4,Pave,One_Story,Attchd,Northpark_Villa,42.050682,-93.625945
1930,Good,Typical,6291,1,93850,0,4,Grvl,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.0255246,-93.6259506
1975,Typical,Typical,2280,1,120000,0,4,Pave,One_Story,Attchd,Northpark_Villa,42.050681,-93.625966
1930,Typical,Typical,4960,2,137000,1,7,Pave,One_and_Half_Fin,Detchd,Brookside,42.031564,-93.625968
1968,Typical,Typical,9600,1,142000,0,6,Pave,One_Story,Attchd,North_Ames,42.045706,-93.625976
1975,Typical,Typical,2308,2,143000,0,7,Pave,Two_Story,Attchd,Northpark_Villa,42.05068,-93.625986
1939,Typical,Typical,6435,1,140200,1,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.03179,-93.626022
1968,Typical,Typical,8640,1,155000,0,7,Pave,Two_Story,Attchd,North_Ames,42.045728,-93.626097
1916,Typical,Poor,8854,1,121000,1,4,Pave,One_and_Half_Unf,Detchd,Brookside,42.031542,-93.626116
1966,Typical,Typical,9600,1,142250,0,6,Pave,One_Story,Attchd,North_Ames,42.046574,-93.626137
1965,Typical,Typical,8872,1,147000,0,5,Pave,One_Story,Detchd,North_Ames,42.0471033,-93.6261431
1968,Typical,Typical,9360,1,157500,1,4,Pave,One_Story,Attchd,North_Ames,42.045728,-93.626161
1915,Fair,Fair,10320,2,120000,0,6,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.0249938,-93.6261621
1964,Typical,Typical,9020,1,168500,0,6,Pave,SLvl,Attchd,North_Ames,42.041811,-93.626171
1970,Typical,Typical,11241,1,149000,1,5,Pave,One_Story,Attchd,North_Ames,42.055147,-93.626231
1969,Typical,Typical,15870,1,138800,0,6,Pave,One_Story,Attchd,North_Ames,42.055131,-93.62626
1950,Typical,Typical,8674,1,128250,0,6,Pave,One_and_Half_Fin,Detchd,Brookside,42.034339,-93.6262716
1971,Typical,Typical,10530,1,143250,0,5,Pave,One_Story,Detchd,North_Ames,42.055264,-93.626331
2005,Typical,Typical,15922,3,401179,1,10,Pave,Two_Story,BuiltIn,Stone_Brook,42.059957,-93.626337
1967,Typical,Typical,9600,1,158000,0,6,Pave,SLvl,Attchd,North_Ames,42.04657,-93.626345
2006,Typical,Typical,51974,2,591587,2,8,Pave,One_Story,Attchd,Stone_Brook,42.061202,-93.626366
1920,Typical,Typical,7200,1,101000,0,6,Pave,Two_and_Half_Unf,Detchd,Iowa_DOT_and_Rail_Road,42.0238391,-93.6263765
1968,Typical,Typical,8814,1,141000,0,7,Pave,Two_Story,Attchd,North_Ames,42.0458538,-93.6264356
2006,Typical,Typical,13682,3,438780,1,10,Pave,Two_Story,BuiltIn,Stone_Brook,42.061096,-93.626477
1966,Typical,Typical,9477,1,110000,0,5,Pave,One_Story,Attchd,North_Ames,42.04845,-93.62649
1969,Typical,Typical,10295,1,111900,0,4,Pave,One_Story,Attchd,North_Ames,42.055304,-93.626511
1967,Typical,Typical,10355,2,143000,1,5,Pave,One_Story,Attchd,North_Ames,42.048292,-93.626518
1966,Typical,Typical,10710,1,148800,1,5,Pave,One_Story,Attchd,North_Ames,42.048486,-93.626521
1971,Typical,Typical,12537,1,149900,1,6,Pave,One_Story,Attchd,North_Ames,42.054592,-93.626537
1974,Typical,Typical,9000,2,133000,0,8,Pave,Two_Story,Detchd,North_Ames,42.056306,-93.626544
1971,Typical,Typical,8510,1,143000,0,6,Pave,One_Story,Attchd,North_Ames,42.055154,-93.62655
2003,Typical,Typical,53504,3,538000,1,12,Pave,Two_Story,BuiltIn,Stone_Brook,42.061239,-93.62655
1970,Typical,Typical,8750,1,148500,0,5,Pave,One_Story,Detchd,North_Ames,42.054626,-93.626554
1972,Typical,Typical,7472,1,184000,0,7,Pave,Two_Story,Attchd,North_Ames,42.054603,-93.626565
1925,Typical,Typical,7200,1,127500,0,5,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.0242588,-93.6265884
1930,Typical,Typical,7200,1,90000,0,6,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.0238089,-93.6265888
1970,Typical,Typical,7830,1,128000,0,6,Pave,One_Story,Attchd,North_Ames,42.055184,-93.626603
1910,Good,Typical,7518,1,116500,0,7,Pave,Two_Story,Detchd,Iowa_DOT_and_Rail_Road,42.025459,-93.626631
1936,Typical,Typical,8765,1,106500,0,6,Pave,One_Story,Detchd,Iowa_DOT_and_Rail_Road,42.020207,-93.626683
1921,Typical,Typical,9140,1,110000,0,5,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.021474,-93.626689
1950,Typical,Typical,13710,1,152000,0,6,Pave,One_and_Half_Fin,Attchd,Iowa_DOT_and_Rail_Road,42.021497,-93.626689
1945,Typical,Typical,7425,1,108000,0,8,Pave,One_and_Half_Fin,Attchd,Brookside,42.0343116,-93.6267116
1925,Typical,Typical,6240,1,103000,0,5,Pave,One_and_Half_Fin,Detchd,Iowa_DOT_and_Rail_Road,42.023085,-93.626716
1970,Typical,Good,7920,1,133000,0,5,Pave,One_Story,Attchd,North_Ames,42.054612,-93.626722
1961,Good,Typical,9900,1,140000,0,5,Pave,One_Story,Attchd,North_Ames,42.038323,-93.626762
1964,Typical,Typical,8800,1,160000,2,6,Pave,One_Story,Attchd,North_Ames,42.038434,-93.626765
1964,Typical,Typical,10600,2,136300,0,8,Pave,SLvl,Attchd,North_Ames,42.040326,-93.626785
1965,Good,Typical,9350,2,179900,1,6,Pave,SLvl,Attchd,North_Ames,42.0417764,-93.6267969
